VCHTYPE,DATE,PARTYLEDGERNAME, INVOICE NUMBER,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,Dec-2023,Sinq Properties - STAAH,Rb/ST/23-24/1833,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Dec-2023,Sinq Properties - STAAH,Rb/ST/23-24/1834,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Dec-2023,Sinq Properties - STAAH,Rb/ST/23-24/1835,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Dec-2023,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/1836,Booking Engine & C.M.S. (STAAH),7500,STAAH
Sales,Dec-2023,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/1836,Monthly Google Listing,2500,STAAH
Sales,Dec-2023,Soul Vacation - STAAH,Rb/ST/23-24/1837,Monthly Fees C M,4500,STAAH
Sales,Dec-2023,Soul Vacation - STAAH,Rb/ST/23-24/1837,Monthly Fees  B E,1000,STAAH
Sales,Dec-2023,Span Suites & Villas - STAAH,Rb/ST/23-24/1838,Monthly Fees C M,4500,STAAH
Sales,Dec-2023,Span Suites & Villas - STAAH,Rb/ST/23-24/1838,Monthly Fees  B E,2250,STAAH
Sales,Dec-2023,Spazio Leisure Resort -  STAAH (New),Rb/ST/23-24/1839,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Dec-2023,Stonewoods Beach Resort & Spa - STAAH,Rb/ST/23-24/1840,Monthly Fees C M,4000,STAAH
