VCHTYPE,DATE,PARTYLEDGERNAME, INVOICE NUMBER,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,Jun-2023,Pinto Rosario Square - Resort & Spa - STAAH,Rb/ST/23-24/512,Booking Engine & C.M.S. (STAAH),4000,STAAH
Sales,Jun-2023,Prainha Resort By The Sea - STAAH,Rb/ST/23-24/513,Monthly Fees C M,4500,STAAH
Sales,Jun-2023,Okean De Goa (DeSol) - STAAH,Rb/ST/23-24/514,Monthly Fees C M,6000,STAAH
Sales,Jun-2023,Radisson Goa Candolim - STAAH,Rb/ST/23-24/515,Monthly Fees C M,4500,STAAH
Sales,Jun-2023,Rendezvous Beach Resort - STAAH (C),Rb/ST/23-24/516,Monthly Fees C M,4500,STAAH
Sales,Jun-2023,Resort De Alturas - STAAH,Rb/ST/23-24/517,Monthly Fees C M,4500,STAAH
Sales,Jun-2023,Resort De Alturas - STAAH,Rb/ST/23-24/517,Monthly Fees  B E,2000,STAAH
Sales,Jun-2023,Martins Siesta - STAAH,Rb/ST/23-24/518,Monthly Fees C M,3500,STAAH
Sales,Jun-2023,Martins Siesta - STAAH,Rb/ST/23-24/518,Monthly Fees  B E,1500,STAAH
Sales,Jun-2023,Resort Rio - STAAH,Rb/ST/23-24/519,Monthly Fees C M,5500,STAAH
Sales,Jun-2023,Resort Rio - STAAH,Rb/ST/23-24/519,Monthly Fees  B E,2500,STAAH
Sales,Jun-2023,Resort Rio - STAAH,Rb/ST/23-24/519,Monthly Google Listing,800,STAAH
Sales,Jun-2023,Resort Rio - STAAH,Rb/ST/23-24/519,Monthly Fees RM,2500,STAAH
Sales,Jun-2023,Resort Rio - STAAH,Rb/ST/23-24/519,Monthly Opera Fee,4500,STAAH
Sales,Jun-2023,Resort Rio - STAAH,Rb/ST/23-24/519,Monthly Fee Travel Agent Module,2500,STAAH
Sales,Jun-2023,Resort The Lohias - STAAH,Rb/ST/23-24/520,Monthly Fees C M,4500,STAAH
Sales,Jun-2023,Resort The Lohias - STAAH,Rb/ST/23-24/520,Monthly Fees  B E,1500,STAAH
Sales,Jun-2023,Rio Boutique - STAAH,Rb/ST/23-24/521,Monthly Fees C M,4000,STAAH
Sales,Jun-2023,Rio Boutique - STAAH,Rb/ST/23-24/521,Monthly Fees  B E,2000,STAAH
Sales,Jun-2023,Rio Boutique - STAAH,Rb/ST/23-24/521,Monthly Fees RM,1500,STAAH
Sales,Jun-2023,Rio Boutique - STAAH,Rb/ST/23-24/521,Monthly Google Listing,800,STAAH
Sales,Jun-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/522,Monthly Fees C M,5000,STAAH
Sales,Jun-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/522,Monthly Fees  B E,1250,STAAH
Sales,Jun-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/522,Monthly Fees RM,2000,STAAH
Sales,Jun-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/522,Monthly Google Listing,2000,STAAH
Sales,Jun-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/522,Monthly Fee Travel Agent Module,2500,STAAH
Sales,Jun-2023,Riva Gold Coast - STAAH,Rb/ST/23-24/523,Monthly Fees C M,4000,STAAH
Sales,Jun-2023,Riva Gold Coast - STAAH,Rb/ST/23-24/523,Monthly Fees  B E,1500,STAAH
Sales,Jun-2023,Rivasa Resort - STAAH,Rb/ST/23-24/524,Monthly Fees C M,2500,STAAH
