VCHTYPE,DATE,VCHSTATUSDATE,NARRATION,ENTEREDBY,CMPGSTIN,VOUCHERTYPENAME,PARTYLEDGERNAME,VOUCHERNUMBER,CMPGSTREGISTRATIONTYPE,CMPGSTSTATE,NUMBERINGSTYLE,VCHSTATUSVOUCHERTYPE,VCHSTATUSTAXUNIT,VCHENTRYMODE,EFFECTIVEDATE,ALTERID,MASTERID,VOUCHERKEY,VOUCHERRETAINKEY,LEDGERNAME,GSTCLASS,AMOUNT,VATEXPAMOUNT,LEDGERNAME,GSTCLASS,AMOUNT,VATEXPAMOUNT
Sales,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),April 2023,chelsea,30AAECR9843B1ZN,Sales,Casa De Paz - STAAH,Rb/ST/23-24/199,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114312, 67578,193342247798376,66677,,,0,0,,,0,0
Sales,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),April 2023,chelsea,30AAECR9843B1ZN,Sales,Tranquill Riverside Luxury Cottages - STAAH,Rb/ST/23-24/200,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114313, 67579,193342247798384,66681,,,0,0,,,0,0
Sales,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),April 2023,chelsea,30AAECR9843B1ZN,Sales,Sukcheewa Residence Phuket - STAAH,Rb/ST/23-24/201,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114314, 67580,193342247798392,66685,,,0,0,,,0,0
Sales,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),April 2023,chelsea,30AAECR9843B1ZN,Sales,Maan Vilas by Stonewoods - STAAH,Rb/ST/23-24/202,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114315, 67581,193342247798400,66689,,,0,0,,,0,0
Sales,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),April 2023,chelsea,30AAECR9843B1ZN,Sales,Jeromes Holiday Inn - STAAH,Rb/ST/23-24/203,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114316, 67582,193342247798408,66693,,,0,0,,,0,0
Sales,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),,chelsea,30AAECR9843B1ZN,Sales,Eleven Hotels - STAAH,Rb/ST/23-24/204,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114317, 67583,193342247798416,66697,,,0,0,,,0,0
Sales,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),April 2023,chelsea,30AAECR9843B1ZN,Sales,Mangal Farmstay - STAAH,Rb/ST/23-24/205,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114318, 67584,193342247798424,66701,,,0,0,,,0,0
Sales,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),,chelsea,30AAECR9843B1ZN,Sales,Mangal Farmstay - STAAH,Rb/ST/23-24/206,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114319, 67585,193342247798432,66705,,,0,0,,,0,0
Hdfc Payment,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),ref: 498624706,chelsea,30AAECR9843B1ZN,Hdfc Payment,Hdfc Credit Card 6963,1,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114366, 67623,193342247798440,6741,Hdfc Credit Card 6963, Not Applicable,-299853,0,Hdfc Bank, Not Applicable,299853,0
Hdfc Payment,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Hdfc Payment,Hdfc Credit Card 6963,2,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114822, 67860,193342247798448,6745,Google Ad Cost, Not Applicable,-50000,0,Hdfc Credit Card 6963, Not Applicable,50000,0
Hdfc Payment,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Hdfc Payment,Hdfc Credit Card 6963,3,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114823, 67861,193342247798456,6749,Google Ad Cost, Not Applicable,-25000,0,Hdfc Credit Card 6963, Not Applicable,25000,0
Hdfc Payment,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Hdfc Payment,Hdfc Credit Card 6963,4,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114824, 67862,193342247798464,6753,Google Ad Cost, Not Applicable,-3140.98,0,Hdfc Credit Card 6963, Not Applicable,3140.98,0
HDFC Receipt,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),neft ref: 858582749,chelsea,30AAECR9843B1ZN,HDFC Receipt,Vivenda Rebelo - STAAH New,1,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114368, 67624,193342247798472,12013,Vivenda Rebelo - STAAH New, Not Applicable,3540,0,Hdfc Bank, Not Applicable,-3540,0
HDFC Receipt,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),tpt ref: 391622125,chelsea,30AAECR9843B1ZN,HDFC Receipt,Nirvana Hill Resort - STAAH,2,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114370, 67626,193342247798480,12017,Nirvana Hill Resort - STAAH, Not Applicable,8260,0,Hdfc Bank, Not Applicable,-8260,0
HDFC Receipt,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),UPI ref: 309141860997,chelsea,30AAECR9843B1ZN,HDFC Receipt,Athi Resort - STAAH,3,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114371, 67627,193342247798488,12021,Athi Resort - STAAH, Not Applicable,5900,0,Hdfc Bank, Not Applicable,-5900,0
Hdfc Payment,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Being salary paid to Aloysius for the month of March 2023; tpt ref: 173491179,chelsea,30AAECR9843B1ZN,Hdfc Payment,Hdfc Bank,5,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114372, 67431,193342247798496,6757,Staah Salaries, Not Applicable,-48875,0,Hdfc Bank, Not Applicable,48875,0
HDFC Receipt,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),tpt ref: 1773422202,chelsea,30AAECR9843B1ZN,HDFC Receipt,Cabo Serai - STAAH,4,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114374, 67629,193342247798504,12025,Cabo Serai - STAAH, Not Applicable,6490,0,Hdfc Bank, Not Applicable,-6490,0
HDFC Receipt,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),tpt ref: 314158608,chelsea,30AAECR9843B1ZN,HDFC Receipt,Ocean Suite (C) - STAAH,5,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114375, 67630,193342247798512,12029,Ocean Suite (C) - STAAH, Not Applicable,20000,0,Hdfc Bank, Not Applicable,-20000,0
HDFC Receipt,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),UPI ref: 345737356602,chelsea,30AAECR9843B1ZN,HDFC Receipt,Tangerine Boutique Resort - STAAH,6,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114376, 67631,193342247798520,12033,Tangerine Boutique Resort - STAAH, Not Applicable,5015,0,Hdfc Bank, Not Applicable,-5015,0
HDFC Receipt,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),tpt ref: 985831249,chelsea,30AAECR9843B1ZN,HDFC Receipt,Martins Siesta - STAAH,7,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 114377, 67632,193342247798528,12037,Martins Siesta - STAAH, Not Applicable,5900,0,Hdfc Bank, Not Applicable,-5900,0
Purchase,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Purchase,Dhanishta Trust,4,Regular,Goa,Auto Retain,Purchase,Goa Registration,As Voucher,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 124342, 68360,193342247798536,8077,Dhanishta Trust, Not Applicable,95040,95040,Office Rent, Not Applicable,-60500,-60500
Journal,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Journal,Bogmallo Beach Resorts,15,Regular,Goa,Auto Retain,Journal,Goa Registration,As Voucher,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 117304, 69281,193342247798544,28221,Advance Received, Not Applicable,-75660,-75660,Bogmallo Beach Resorts, Not Applicable,75660,75660
Journal,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),being bal b/fd,sharmila,30AAECR9843B1ZN,Journal,Devarya Wellness Centre,17,Regular,Goa,Auto Retain,Journal,Goa Registration,As Voucher,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 117447, 69377,193342247798552,28481,Advance Received, Not Applicable,-1416,-1416,Devarya Wellness Centre, Not Applicable,1416,1416
Journal,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Journal,Laben Resort,49,Regular,Goa,Auto Retain,Journal,Goa Registration,As Voucher,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 120766, 71448,193342247798568,28865,Income Received in Advance, Not Applicable,-2065,-2065,Laben Resort, Not Applicable,2065,2065
Journal,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),being bal b/fd,sharmila,30AAECR9843B1ZN,Journal,Chirag Thakkar,78,Regular,Goa,Auto Retain,Journal,Goa Registration,As Voucher,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 121604, 72037,193342247798576,28981,Chirag Thakkar, Not Applicable,-3750,-3750,Advances Recoverable, Not Applicable,3750,3750
Journal,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time),being b/fd,sharmila,30AAECR9843B1ZN,Journal,Suncity Resorts,90,Regular,Goa,Auto Retain,Journal,Goa Registration,As Voucher,Sat Apr 01 2023 05:30:00 GMT+0530 (India Standard Time), 121984, 72296,193342247798584,29045,Income Received in Advance, Not Applicable,-9263,-9263,Suncity Resorts, Not Applicable,9263,9263
HDFC Receipt,Sun Apr 02 2023 05:30:00 GMT+0530 (India Standard Time),Sun Apr 02 2023 05:30:00 GMT+0530 (India Standard Time),IMPS ref: 309210123901,chelsea,30AAECR9843B1ZN,HDFC Receipt,Ultimate Stay - STAAH,8,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sun Apr 02 2023 05:30:00 GMT+0530 (India Standard Time), 114378, 67633,193346542764040,12041,Ultimate Stay - STAAH, Not Applicable,4130,0,Hdfc Bank, Not Applicable,-4130,0
HDFC Receipt,Sun Apr 02 2023 05:30:00 GMT+0530 (India Standard Time),Sun Apr 02 2023 05:30:00 GMT+0530 (India Standard Time),neft ref:AXIR230916183695,chelsea,30AAECR9843B1ZN,HDFC Receipt,Hotel Rezo's - STAAH,9,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sun Apr 02 2023 05:30:00 GMT+0530 (India Standard Time), 114379, 67634,193346542764048,12045,Hotel Rezo's - STAAH, Not Applicable,2950,0,Hdfc Bank, Not Applicable,-2950,0
HDFC Receipt,Sun Apr 02 2023 05:30:00 GMT+0530 (India Standard Time),Sun Apr 02 2023 05:30:00 GMT+0530 (India Standard Time),UPI payment,chelsea,30AAECR9843B1ZN,HDFC Receipt,Henry's Place - STAAH,10,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sun Apr 02 2023 05:30:00 GMT+0530 (India Standard Time), 114380, 67635,193346542764056,12049,Henry's Place - STAAH, Not Applicable,4130,0,Hdfc Bank, Not Applicable,-4130,0
Sales,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Sales,AK Realm LLP,Rub/23-24/web002,Regular,Goa,Manual,Sales,Goa Registration,Item Invoice,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 113718, 67207,193350837731336,66709,,,0,0,,,0,0
Cash (Hdfc),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Being cash paid to Royal Enterprise for xerox of balance sheet,chelsea,30AAECR9843B1ZN,Cash (Hdfc),Cash,2,Regular,Goa,Auto Retain,Cash (Hdfc),Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 113755, 67220,193350837731344,1929,Printing & Stationery, Not Applicable,-622,0,Cash, Not Applicable,622,0
Cash (Hdfc),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Being couier sent to Delima throught Anjani courier; AWB 1705341654,chelsea,30AAECR9843B1ZN,Cash (Hdfc),Cash,3,Regular,Goa,Auto Retain,Cash (Hdfc),Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114777, 67847,193350837731352,1933,Postage  & Courier Exps., Not Applicable,-50,0,Cash, Not Applicable,50,0
HDFC Receipt,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),neft ref: CCBLN23093000564,chelsea,30AAECR9843B1ZN,HDFC Receipt,Hotel Avisha Residency (C) - STAAH,11,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114381, 67636,193350837731360,12053,Hotel Avisha Residency (C) - STAAH, Not Applicable,4130,0,Hdfc Bank, Not Applicable,-4130,0
HDFC Receipt,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),neft ref: 031714454491DC,chelsea,30AAECR9843B1ZN,HDFC Receipt,Beleza...by the Beach - STAAH,12,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114383, 67638,193350837731368,12057,Beleza...by the Beach - STAAH, Not Applicable,9720,0,Hdfc Bank, Not Applicable,-9720,0
HDFC Receipt,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),ft cr #468,chelsea,30AAECR9843B1ZN,HDFC Receipt,Dempo River Sal Resort & Spa - STAAH,13,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114384, 67639,193350837731376,12061,Dempo River Sal Resort & Spa - STAAH, Not Applicable,5400,0,Hdfc Bank, Not Applicable,-5400,0
HDFC Receipt,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),tpt ref: 304038847702,chelsea,30AAECR9843B1ZN,HDFC Receipt,Riva Beach Resort - STAAH,14,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114386, 67641,193350837731384,12065,Riva Beach Resort - STAAH, Not Applicable,28647,0,Hdfc Bank, Not Applicable,-28647,0
HDFC Receipt,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),tpt ref: 231043875,chelsea,30AAECR9843B1ZN,HDFC Receipt,Hospedaria Abrige De Botelho - STAAH,15,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 115410, 67642,193350837731392,12069,Hospedaria Abrige De Botelho - STAAH, Not Applicable,5310,0,Hdfc Bank, Not Applicable,-5310,0
Hdfc Payment,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Hdfc Payment,Hdfc Credit Card 6963,6,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114825, 67863,193350837731400,6761,Google Ad Cost, Not Applicable,-1252.32,0,Hdfc Credit Card 6963, Not Applicable,1252.32,0
Hdfc Payment,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Hdfc Payment,Google India Private Limited,7,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114826, 67864,193350837731408,6765,Google India Private Limited, Not Applicable,-2,0,Hdfc Credit Card 6963, Not Applicable,2,0
Hdfc Payment,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),FOR /SLUMAID GSUITS,sharmila,30AAECR9843B1ZN,Hdfc Payment,Google India Private Limited,8,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 121239, 67865,193350837731416,6769,Google India Private Limited, Not Applicable,-3370,0,Hdfc Credit Card 6963, Not Applicable,3370,0
Hdfc Payment,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Hdfc Payment,Endurance International Group (India) Pvt. Ltd.,9,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114828, 67866,193350837731424,6773,Endurance International Group (India) Pvt. Ltd., Not Applicable,-20000,0,Hdfc Credit Card 6963, Not Applicable,20000,0
Hdfc Payment,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Hdfc Payment,Endurance International Group (India) Pvt. Ltd.,10,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114829, 67867,193350837731432,6777,Endurance International Group (India) Pvt. Ltd., Not Applicable,-15000,0,Hdfc Credit Card 6963, Not Applicable,15000,0
Hdfc Payment,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Hdfc Payment,Hdfc Credit Card 6963,11,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114830, 67868,193350837731440,6781,Face Book Ad Cost, Not Applicable,-4956,0,Hdfc Credit Card 6963, Not Applicable,4956,0
Hdfc Payment,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Hdfc Payment,Google India Private Limited,12,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114831, 67869,193350837731448,6785,Google India Private Limited, Not Applicable,-500,0,Hdfc Credit Card 6963, Not Applicable,500,0
PNB Receipt,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),being neft done,sharmila,30AAECR9843B1ZN,PNB Receipt,Pinto Rosario Holdings Private Limited,1,Regular,Goa,Auto Retain,PNB Receipt,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114939, 67258,193350837731456,4241,Pinto Rosario Holdings Private Limited, Not Applicable,4779,0,Punjab National Bank, Not Applicable,-4779,0
PNB Receipt,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),being neft done,sharmila,30AAECR9843B1ZN,PNB Receipt,Angre Port Pvt. Ltd,2,Regular,Goa,Auto Retain,PNB Receipt,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114940, 67250,193350837731464,4245,Angre Port Pvt. Ltd, Not Applicable,9440,0,Punjab National Bank, Not Applicable,-9440,0
PNB Receipt,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),being neft done,sharmila,30AAECR9843B1ZN,PNB Receipt,Goa Electronics  Ltd.,3,Regular,Goa,Auto Retain,PNB Receipt,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114941, 67259,193350837731472,4249,Goa Electronics  Ltd., Not Applicable,18900,0,Punjab National Bank, Not Applicable,-18900,0
PNB Receipt,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),being neft done,sharmila,30AAECR9843B1ZN,PNB Receipt,Riva Resorts  Pvt Ltd (Website),4,Regular,Goa,Auto Retain,PNB Receipt,Goa Registration,,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 114942, 67261,193350837731480,4253,Riva Resorts  Pvt Ltd (Website), Not Applicable,20880,0,Punjab National Bank, Not Applicable,-20880,0
Journal,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time),invoic e for the month of May;2023,sharmila,30AAECR9843B1ZN,Journal,Chirag Thakkar,2,Regular,Goa,Auto Retain,Journal,Goa Registration,As Voucher,Mon Apr 03 2023 05:30:00 GMT+0530 (India Standard Time), 116167, 68534,193350837731488,28149,Facebook Management Fees, Not Applicable,-16000,-16000,Google Management Fees, Not Applicable,-33000,-33000
Sales,Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time),Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Sales,Resort Rio I,Rub/23-24/DG/003,Regular,Goa,Manual,Sales,Goa Registration,Item Invoice,Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time), 113768, 67226,193355132698632,66713,,,0,0,,,0,0
Sales,Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time),Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Sales,Gadre Marine Export Private Limited,Rub/23-24/SM/005,Regular,Goa,Manual,Sales,Goa Registration,Item Invoice,Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time), 113769, 67227,193355132698640,66717,,,0,0,,,0,0
Sales,Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time),Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Sales,Verner Dacosta Frias,Rub/23-24/DG/006,Regular,Goa,Manual,Sales,Goa Registration,Item Invoice,Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time), 113770, 67228,193355132698648,66721,,,0,0,,,0,0
Sales,Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time),Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Sales,Santana Beach Resort,Rub/23-24/DG/007,Regular,Goa,Manual,Sales,Goa Registration,Item Invoice,Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time), 113771, 67229,193355132698656,66725,,,0,0,,,0,0
PNB Receipt,Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time),Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time),being neft done,sharmila,30AAECR9843B1ZN,PNB Receipt,Lario's Beach Holidays,5,Regular,Goa,Auto Retain,PNB Receipt,Goa Registration,,Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time), 113828, 67254,193355132698664,4257,Lario's Beach Holidays, Not Applicable,11033,0,Punjab National Bank, Not Applicable,-11033,0
PNB Receipt,Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time),Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time),being amount received,sharmila,30AAECR9843B1ZN,PNB Receipt,ITALAB (GOA) PRIVATE LIMITED,6,Regular,Goa,Auto Retain,PNB Receipt,Goa Registration,,Tue Apr 04 2023 05:30:00 GMT+0530 (India Standard Time), 113836, 67260,193355132698672,4261,ITALAB (GOA) PRIVATE LIMITED, Not Applicable,1534,0,Punjab National Bank, Not Applicable,-1534,0
